tract_id,county_name,total_population,latino_population,white_population,majority_hispanic
06037620701,Los Angeles County,35297,12122,3971,True
06037555002,Los Angeles County,24331,15017,9314,True
06059099307,Orange County,9854,3400,3445,False
06059052513,Orange County,4742,661,4081,False
06071005400,San Bernardino County,6761,1837,1004,True
06071003503,San Bernardino County,6416,4590,1826,True
06071001501,San Bernardino County,9626,174,394,False
06067007022,Sacramento County,8712,3342,1138,True
06087110503,Santa Cruz County,5964,4755,1209,True
06087110601,Santa Cruz County,4271,471,1274,False
06067004301,Sacramento County,2575,1192,1383,False
06067007438,Sacramento County,9537,2091,620,True
06065043208,Riverside County,9152,4296,4856,False
06065045708,Riverside County,7611,342,2900,False
06095251100,Solano County,5698,2996,2702,True
06073008506,San Diego County,7762,2373,1641,True
06073011700,San Diego County,6805,2214,4591,False
06071002013,San Bernardino County,3583,1957,869,True
06071002018,San Bernardino County,3578,506,3072,False
06071003404,San Bernardino County,5163,2794,2369,True
06065045611,Riverside County,6130,4849,1281,True
06065045614,Riverside County,5572,1539,3153,False
06065042522,Riverside County,6430,3433,2997,True
06047002305,Merced County,8920,4059,1993,True
06025012101,Imperial County,2244,1170,1074,True
06071010429,San Bernardino County,4052,857,3195,False
06013355308,Contra Costa County,3076,2421,655,True
06073002710,San Diego County,6349,1486,4863,False
06073002707,San Diego County,7354,2104,2030,True
06073004900,San Diego County,9811,4941,4870,True
06073002804,San Diego County,6419,2526,3893,False
06073005500,San Diego County,7873,2613,3903,False
06071008601,San Bernardino County,2982,717,2265,False
06071004003,San Bernardino County,3808,1092,1477,False
06071009123,San Bernardino County,8156,3274,4882,False
06071008201,San Bernardino County,9997,4933,3178,True
06071012201,San Bernardino County,6305,2623,3682,False
06073019406,San Diego County,5916,3815,2101,True
06073017048,San Diego County,4413,3283,1130,True
06097150204,Sonoma County,6420,3906,2514,True
06039000518,Madera County,6535,1718,1363,True
06001450609,Alameda County,7023,971,934,True
06073009704,San Diego County,9610,1824,2513,False
06037128801,Los Angeles County,14505,5498,3105,True
06037139001,Los Angeles County,27923,10330,17593,False
06037186301,Los Angeles County,42679,19604,17617,True
06037463602,Los Angeles County,38560,15195,14901,True
06037188202,Los Angeles County,29076,19550,9526,True
06107002003,Tulare County,5833,1314,4519,False
06037211704,Los Angeles County,28698,1212,2658,False
06037239702,Los Angeles County,21053,15029,6024,True
06037191901,Los Angeles County,27301,6141,19178,False
06067003203,Sacramento County,6488,204,4965,False
06067009312,Sacramento County,7182,3790,3392,True
06037271801,Los Angeles County,38146,4293,12630,False
06037294701,Los Angeles County,21608,1737,17619,False
06037237101,Los Angeles County,35212,18095,17117,True
06037408139,Los Angeles County,37915,19272,18643,True
06023001103,Humboldt County,5746,848,4086,False
06085506504,Santa Clara County,30353,15490,14863,True
06085503219,Santa Clara County,21924,7852,14072,False
06085508305,Santa Clara County,23630,16111,7519,True
06107001501,Tulare County,5089,1322,3767,False
06107004102,Tulare County,6363,1404,4959,False
06083002806,Santa Barbara County,9393,3089,251,True
06083002304,Santa Barbara County,5223,1401,3822,False
06037551101,Los Angeles County,13998,3722,5656,False
06037104822,Los Angeles County,41901,2242,9539,False
06037900103,Los Angeles County,27199,18953,8246,True
06073003304,San Diego County,7190,3332,3858,False
06055200505,Napa County,6497,2455,1497,True
06059075518,Orange County,6751,2591,4160,False
06059052432,Orange County,5824,504,1821,False
06001402500,Alameda County,6870,2925,3945,False
06001440306,Alameda County,4710,3292,164,True
06019004703,Fresno County,9991,1515,3693,False
06001407600,Alameda County,1468,468,332,True
06001433900,Alameda County,4203,3183,1020,True
06001423601,Alameda County,9380,4372,1569,True
06019001600,Fresno County,8081,4359,3722,True
06019001100,Fresno County,7782,3531,4251,False
06037400402,Los Angeles County,41981,16235,9989,True
06037121010,Los Angeles County,38547,16351,12042,True
06037910601,Los Angeles County,24276,6534,4306,True
06037119320,Los Angeles County,40670,14391,4718,True
06037900806,Los Angeles County,12534,2500,10034,False
06037900607,Los Angeles County,20799,4641,1191,True
06067007905,Sacramento County,9188,4762,4426,True
06067009319,Sacramento County,9565,2721,4435,False
06037191710,Los Angeles County,29665,11471,13641,False
06037463000,Los Angeles County,46964,13726,16651,False
06037186401,Los Angeles County,21217,13944,7273,True
06037124600,Los Angeles County,28879,9817,19062,False
06037920040,Los Angeles County,46182,18127,17846,True
06037134201,Los Angeles County,27532,12539,14993,False
06037107020,Los Angeles County,33454,19120,14334,True
06037532101,Los Angeles County,33615,8903,16629,False
06067009503,Sacramento County,7502,764,1456,False
06067005506,Sacramento County,5000,2232,2768,False
06037211500,Los Angeles County,22438,2764,7009,False
06037209820,Los Angeles County,27616,10604,17012,False
06053011802,Monterey County,4964,3470,1494,True
06037228410,Los Angeles County,25454,9613,6599,True
06037203720,Los Angeles County,24243,13349,10894,True
06037701802,Los Angeles County,26134,16345,9789,True
06037431900,Los Angeles County,37125,1391,18459,False
06065046200,Riverside County,3393,2484,909,True
06065043206,Riverside County,8547,3409,3838,False
06065043311,Riverside County,7395,1259,1631,False
06065044103,Riverside County,5981,2782,353,True
06065041806,Riverside County,4616,3285,1331,True
06065044805,Riverside County,8036,3675,4361,False
06059001801,Orange County,6537,4812,1725,True
06059089003,Orange County,7118,3615,3503,True
06029001901,Kern County,6838,4780,2058,True
06059110402,Orange County,7426,2835,4591,False
06059088403,Orange County,9093,1074,323,True
06065041411,Riverside County,5113,335,3598,False
06065040403,Riverside County,4711,3334,325,True
06081610100,San Mateo County,8683,4377,1441,True
06001423100,Alameda County,4536,309,3827,False
06001450604,Alameda County,4428,2903,1209,True
06085505304,Santa Clara County,27942,11218,1393,True
06081605100,San Mateo County,7339,943,1624,False
06047000701,Merced County,9295,681,2039,False
06075020702,San Francisco County,20369,15984,4385,True
06075013401,San Francisco County,41538,3268,1975,True
06037224702,Los Angeles County,45373,8213,12455,False
06047001401,Merced County,4295,2838,1457,True
06079010701,San Luis Obispo County,4634,1416,261,True
06043000200,Mariposa County,5197,1227,3970,False
06037216302,Los Angeles County,14850,2963,6153,False
06037190101,Los Angeles County,15481,1966,1889,True
06037113323,Los Angeles County,24445,7461,7166,True
06037430005,Los Angeles County,33205,17006,12381,True
06037293204,Los Angeles County,20538,12258,8280,True
06037570306,Los Angeles County,22133,12115,10018,True
06037232701,Los Angeles County,20187,5607,4985,True
06075033100,San Francisco County,48052,15554,5538,True
06075026404,San Francisco County,23608,7371,2726,True
06075021400,San Francisco County,31582,6791,9458,False
06037530500,Los Angeles County,34808,16738,18070,False
06037431800,Los Angeles County,32937,17740,10063,True
06023000100,Humboldt County,6428,1910,4518,False
06059075805,Orange County,7769,3491,4278,False
06059052410,Orange County,7818,4979,2839,True
06037570100,Los Angeles County,21237,10510,10727,False
06037554600,Los Angeles County,26168,11635,10964,True
06037541700,Los Angeles County,32785,18261,12392,True
06059074103,Orange County,6482,1751,4731,False
06111007508,Ventura County,9228,2786,333,True
06037503202,Los Angeles County,35187,15429,19758,False
06037501400,Los Angeles County,36623,18350,18273,True
06111003608,Ventura County,4363,3500,134,True
06111003201,Ventura County,5486,3623,1863,True
06077003311,San Joaquin County,5388,2588,2800,False
06099002702,Stanislaus County,7166,4790,2376,True
06099003909,Stanislaus County,4939,1203,1519,False
06037503701,Los Angeles County,23776,10670,13106,False
06037240010,Los Angeles County,49702,8869,3956,True
06037535804,Los Angeles County,27401,11766,11086,True
06037540902,Los Angeles County,48203,17412,11255,True
06037601900,Los Angeles County,47406,8756,12856,False
06037701000,Los Angeles County,20764,4602,6062,False
06037271400,Los Angeles County,49645,8244,7372,True
06037430501,Los Angeles County,44873,13229,17956,False
06085512054,Santa Clara County,45473,14894,13280,True
06085502104,Santa Clara County,38382,5050,17709,False
06073018102,San Diego County,4335,458,3877,False
06073000902,San Diego County,6406,2471,1821,True
06073016620,San Diego County,7792,3796,3996,False
06013365003,Contra Costa County,4760,1696,1727,False
06013377000,Contra Costa County,7441,2602,3908,False
06085512035,Santa Clara County,43014,9384,19961,False
06085506204,Santa Clara County,26752,14644,12108,True
06085503321,Santa Clara County,34011,9128,18459,False
06085504314,Santa Clara County,37450,19897,9168,True
06085507903,Santa Clara County,24740,9990,14750,False
06083002406,Santa Barbara County,3776,3079,697,True
06065040808,Riverside County,7820,613,1977,False
06065041702,Riverside County,5824,1129,4695,False
06065041807,Riverside County,6280,816,4186,False
06065042406,Riverside County,3487,2308,1179,True
06065045703,Riverside County,8919,248,1169,False
06065040605,Riverside County,6290,4827,1463,True
06081609602,San Mateo County,5008,1855,619,True
06081605800,San Mateo County,6066,3644,2422,True
06099003612,Stanislaus County,7733,1202,697,True
06085501602,Santa Clara County,24657,13241,6781,True
06013391000,Contra Costa County,7213,2288,4925,False
06013374000,Contra Costa County,9280,4572,1507,True
06013366001,Contra Costa County,9768,4946,4822,True
06085506804,Santa Clara County,31205,7605,11251,False
06085509404,Santa Clara County,21043,13764,3986,True
06085510100,Santa Clara County,15828,11416,4412,True
06073001801,San Diego County,6618,1975,4643,False
06073020036,San Diego County,8801,3868,4933,False
06073001301,San Diego County,6921,2510,4411,False
06047001700,Merced County,3434,122,2302,False
06059063910,Orange County,3244,2396,848,True
06067004604,Sacramento County,4749,233,4516,False
06067009649,Sacramento County,9125,3771,3836,False
06065047901,Riverside County,7792,4139,2198,True
06065049501,Riverside County,8944,4934,1229,True
06071002708,San Bernardino County,3764,401,2077,False
06071001908,San Bernardino County,7446,4105,3341,True
06053011104,Monterey County,3557,650,1687,False
06103001102,Tehama County,6913,3317,3596,False
06029001106,Kern County,5191,4379,812,True
06029004801,Kern County,8121,4172,3949,True
06111008601,Ventura County,7343,2533,3401,False
06111003902,Ventura County,4456,1894,2562,False
06085504307,Santa Clara County,24785,18463,6322,True
06085506203,Santa Clara County,20990,6257,14733,False
06075013102,San Francisco County,26130,12249,13881,False
06013307202,Contra Costa County,9291,613,1166,False
06095252912,Solano County,8333,2986,2753,True
06001442602,Alameda County,9780,4485,4964,False
06001441926,Alameda County,7453,4069,3384,True
06111003011,Ventura County,8240,4666,2296,True
06107004104,Tulare County,6828,3575,3253,True
06059063008,Orange County,4927,964,3963,False
06065030101,Riverside County,7087,3463,3624,False
06029005003,Kern County,8715,3103,410,True
06075061501,San Francisco County,22615,8959,12980,False
06075020601,San Francisco County,44349,17805,10965,True
06037224701,Los Angeles County,17868,15922,1946,True
06037480602,Los Angeles County,30762,19218,2564,True
06037910718,Los Angeles County,45100,5944,17057,False
06037311602,Los Angeles County,18877,11139,2308,True
06037134801,Los Angeles County,13508,5811,7697,False
06073008366,San Diego County,7568,2947,4621,False
06037402304,Los Angeles County,39207,12634,1055,True
06037195902,Los Angeles County,28161,1105,4201,False
06037128602,Los Angeles County,20184,1669,13663,False
06037187101,Los Angeles County,30318,1966,17691,False
06037216402,Los Angeles County,29549,12656,16893,False
06037134522,Los Angeles County,21493,4632,6684,False
06037650604,Los Angeles County,37239,19299,17940,True
06037980005,Los Angeles County,29003,1104,3047,False
06037232601,Los Angeles County,35869,17529,18257,False
06037265701,Los Angeles County,26244,9837,16407,False
06037408135,Los Angeles County,34309,7382,19895,False
06037430724,Los Angeles County,38551,1370,16908,False
06077003313,San Joaquin County,5433,2137,3296,False
06067004702,Sacramento County,7286,4925,2361,True
06067000502,Sacramento County,9648,480,3749,False
06001442400,Alameda County,2691,1205,1486,False
06019001407,Fresno County,7023,4232,2791,True
06019003701,Fresno County,8256,3772,2096,True
06019005606,Fresno County,6259,2912,3347,False
06001404800,Alameda County,3092,1590,1324,True
06001400900,Alameda County,4096,3164,932,True
06001400800,Alameda County,6641,4895,1746,True
06019006603,Fresno County,4694,1629,3065,False
06013314106,Contra Costa County,8149,3386,4763,False
06001428400,Alameda County,7562,4431,1404,True
06001409300,Alameda County,7861,3788,4073,False
06041112204,Marin County,9877,3362,2207,True
06085506801,Santa Clara County,14649,5677,8972,False
06085512313,Santa Clara County,20329,5264,4133,True
06063000400,Plumas County,6520,4209,2311,True
06097153201,Sonoma County,6039,2904,1643,True
06081604103,San Mateo County,6312,1671,4641,False
06077004903,San Joaquin County,8034,4911,3123,True
06077000802,San Joaquin County,5845,4621,1224,True
06087121601,Santa Cruz County,6160,1229,1802,False
06087101001,Santa Cruz County,8450,3978,4472,False
06047002204,Merced County,7732,1906,3047,False
06037131801,Los Angeles County,37060,16702,7523,True
06037533504,Los Angeles County,17397,9111,3401,True
06001436100,Alameda County,9981,3865,1975,True
06001408600,Alameda County,9474,639,2882,False
06001420200,Alameda County,7582,2768,4814,False
06001443002,Alameda County,7789,3822,3967,False
06013329000,Contra Costa County,5587,2246,2270,False
06019002000,Fresno County,6433,1716,4717,False
06101050900,Sutter County,9608,4912,2856,True
06049000300,Modoc County,7353,2036,4142,False
06073010300,San Diego County,5823,4755,1068,True
06073010106,San Diego County,7797,3464,3303,True
06073014601,San Diego County,6999,989,892,True
06073020601,San Diego County,9673,3631,3629,True
06017030706,El Dorado County,3591,142,3449,False
06071002015,San Bernardino County,8505,1877,3301,False
06071009908,San Bernardino County,2896,1667,1229,True
06073017108,San Diego County,8104,4627,3477,True
06073008324,San Diego County,6786,3501,3285,True
06083000400,Santa Barbara County,5785,1262,398,True
06045010300,Mendocino County,3847,2039,888,True
06089012500,Shasta County,5445,2989,1477,True
06097154000,Sonoma County,5773,2049,3372,False
06037131702,Los Angeles County,26618,12934,10769,True
06037189904,Los Angeles County,28488,8612,19876,False
06037701304,Los Angeles County,37069,17205,14934,True
06097153005,Sonoma County,5078,2422,2656,False
06095250501,Solano County,5798,1961,1966,False
06113011002,Yolo County,4547,3275,1198,True
06047002304,Merced County,6597,1834,4763,False
06095252402,Solano County,8242,3516,4726,False
06087101200,Santa Cruz County,6802,780,2170,False
06065040303,Riverside County,7168,4924,1829,True
06065042513,Riverside County,2691,767,1712,False
06037541604,Los Angeles County,29719,9872,19847,False
06037311000,Los Angeles County,32105,5922,5392,True
06059086702,Orange County,7400,4133,3267,True
06037293302,Los Angeles County,24381,16015,4227,True
06037550601,Los Angeles County,27948,3024,17713,False
06073017808,San Diego County,3245,1255,1990,False
06081611600,San Mateo County,4977,2285,2417,False
06081600200,San Mateo County,7202,4591,2611,True
06047002100,Merced County,8342,549,1454,False
06075026403,San Francisco County,33951,15274,18677,False
06075015900,San Francisco County,40233,17304,16669,True
06019003808,Fresno County,7680,4381,3299,True
06019005305,Fresno County,9925,1537,3452,False
06019005100,Fresno County,8944,118,2859,False
06019003004,Fresno County,5755,322,102,True
06085508900,Santa Clara County,45958,16248,6773,True
06085503337,Santa Clara County,35989,19952,16037,True
06085506102,Santa Clara County,25391,8060,17331,False
06085500400,Santa Clara County,45612,14450,10491,True
06085504505,Santa Clara County,17930,10139,7791,True
06099000801,Stanislaus County,7671,3838,2831,True
06099002006,Stanislaus County,3280,193,3087,False
06067005803,Sacramento County,9127,4400,3244,True
06067002500,Sacramento County,4087,176,915,False
06067000700,Sacramento County,9459,3785,205,True
06075010201,San Francisco County,44462,16835,4346,True
06073021001,San Diego County,7524,3248,3248,False
06077003305,San Joaquin County,6674,2725,3949,False
06029002600,Kern County,9673,3908,241,True
06037572500,Los Angeles County,22276,8310,3399,True
06037554900,Los Angeles County,42408,11391,18853,False
06037600902,Los Angeles County,26247,12197,14050,False
06037273600,Los Angeles County,41142,13911,9847,True
06037540502,Los Angeles County,48728,14535,9234,True
06037534502,Los Angeles County,48271,6122,10852,False
06037294810,Los Angeles County,16857,8631,8226,True
06037272301,Los Angeles County,42876,19608,3110,True
06037701602,Los Angeles County,38725,8146,1560,True
06037430803,Los Angeles County,31800,19205,12595,True
06037191820,Los Angeles County,27030,6374,3651,True
06037920039,Los Angeles County,28105,10933,17172,False
06037124300,Los Angeles County,40645,5083,1745,True
06037117520,Los Angeles County,38005,18325,19680,False
06037320300,Los Angeles County,22323,18994,2725,True
06037111100,Los Angeles County,25690,10528,15162,False
06037214800,Los Angeles County,32713,9853,8187,True
06037209402,Los Angeles County,37800,15893,15408,True
06037203800,Los Angeles County,27369,16160,4414,True
06037197420,Los Angeles County,24510,13120,2543,True
06059001506,Orange County,7664,4176,3488,True
06059087901,Orange County,6402,2852,2809,True
06059099311,Orange County,9846,4505,3953,True
06059099234,Orange County,9029,109,4244,False
06059099222,Orange County,6106,830,4990,False
06059032022,Orange County,8082,4328,3754,True
06059032036,Orange County,7067,4571,2496,True
06111005304,Ventura County,4866,1606,2258,False
06071008402,San Bernardino County,7600,4271,3329,True
06071000503,San Bernardino County,7305,4236,3069,True
06037207901,Los Angeles County,40457,3810,12663,False
06037265306,Los Angeles County,13174,1012,12162,False
06037432001,Los Angeles County,27322,8999,8219,True
06037910815,Los Angeles County,17286,4621,12665,False
06037920343,Los Angeles County,18834,1652,17182,False
06037430004,Los Angeles County,46580,4790,16659,False
06037128703,Los Angeles County,39413,11435,4688,True
06037800205,Los Angeles County,12689,2379,5243,False
06037650606,Los Angeles County,48005,17330,6611,True
06037310704,Los Angeles County,29602,14886,14716,True
06001441521,Alameda County,6412,4321,1825,True
06001408000,Alameda County,9804,2775,4884,False
06037404501,Los Angeles County,29671,18616,11055,True
06037700502,Los Angeles County,34508,13676,8446,True
06075021500,San Francisco County,18178,15769,2409,True
06023010300,Humboldt County,8705,356,1821,False
06073005202,San Diego County,4385,3090,1295,True
06037551204,Los Angeles County,39012,12415,7766,True
06073008368,San Diego County,7837,3570,4267,False
06105000101,Trinity County,4723,2221,2502,False
06029005900,Kern County,7205,3499,3706,False
06037554403,Los Angeles County,19915,1909,16806,False
06065042005,Riverside County,6001,4557,1444,True
06037501503,Los Angeles County,15016,3431,11585,False
06037500900,Los Angeles County,36958,2695,2907,False
06073013321,San Diego County,5314,880,1119,False
06073005801,San Diego County,2289,1526,763,True
06073013326,San Diego County,6368,2747,110,True
06075026201,San Francisco County,44098,16061,10230,True
06075045201,San Francisco County,45232,15746,4003,True
06075010102,San Francisco County,34256,8195,14662,False
06073018618,San Diego County,8074,3136,4938,False
06073017069,San Diego County,7028,3753,3275,True
06077003118,San Joaquin County,4799,1176,1073,True
06037541605,Los Angeles County,44851,6494,12317,False
06037273100,Los Angeles County,26534,4129,1104,True
06037576503,Los Angeles County,45201,8689,4567,True
06037127300,Los Angeles County,25732,18565,5644,True
06037404302,Los Angeles County,49098,5394,4534,True
06083002407,Santa Barbara County,7523,4296,3227,True
06037407901,Los Angeles County,34886,19158,15728,True
06037406201,Los Angeles County,49774,17150,1446,True
06033000704,Lake County,7851,4512,3339,True
06037134306,Los Angeles County,43699,5053,14746,False
06037482001,Los Angeles County,25921,2245,14839,False
06037189802,Los Angeles County,29853,13856,6105,True
06037199001,Los Angeles County,40690,3513,3801,False
06037115204,Los Angeles County,37345,14895,7981,True
06037267503,Los Angeles County,23120,7038,16082,False
06079011104,San Luis Obispo County,2904,1900,1004,True
06053013000,Monterey County,7936,4893,2278,True
06085505015,Santa Clara County,29544,13638,1179,True
06037543704,Los Angeles County,35025,18570,16455,True
06037293203,Los Angeles County,22157,13797,5460,True
06037602602,Los Angeles County,11851,6344,5507,True
06037408725,Los Angeles County,42598,12220,1117,True
06075022901,San Francisco County,21865,5287,5477,False
06067007011,Sacramento County,7033,343,2732,False
06071000404,San Bernardino County,7512,4663,965,True
06071004404,San Bernardino County,5829,703,3162,False
06059086601,Orange County,4518,2115,1758,True
06037115403,Los Angeles County,11599,4770,6829,False
06031000407,Kings County,6187,1979,4208,False
06077003219,San Joaquin County,9791,1174,886,True
06089012603,Shasta County,4123,1854,2269,False
06053012302,Monterey County,7878,3856,1279,True
06059099702,Orange County,9616,1703,3152,False
06037554302,Los Angeles County,43460,5218,5803,False
06067009639,Sacramento County,6862,3580,3282,True
06059063603,Orange County,9894,4905,4989,False
06081612002,San Mateo County,9403,2686,2748,False
06059032003,Orange County,7813,1817,4452,False
06037543903,Los Angeles County,26692,8407,18254,False
06037276500,Los Angeles County,26747,16012,10735,True
06037235202,Los Angeles County,20321,13646,5893,True
06073021202,San Diego County,9976,986,2358,False
06073007701,San Diego County,6823,1885,4938,False
06073020028,San Diego County,8227,395,2153,False
06037119342,Los Angeles County,40365,18064,1324,True
06037183702,Los Angeles County,31867,13614,1986,True
06037481606,Los Angeles County,24502,1760,12885,False
06037531504,Los Angeles County,46996,18290,6499,True
06059110114,Orange County,4682,3513,1169,True
06059099232,Orange County,5565,3358,2207,True
06037104821,Los Angeles County,33544,16234,17310,False
06037294410,Los Angeles County,30017,14528,14313,True
06037430101,Los Angeles County,35292,19125,16167,True
06085512039,Santa Clara County,20343,6830,8523,False
06071003509,San Bernardino County,5753,3963,1790,True
06073014602,San Diego County,8782,3106,4402,False
06075980401,San Francisco County,27391,5611,10372,False
06079012708,San Luis Obispo County,8428,2001,4590,False
06079012201,San Luis Obispo County,8878,1697,3508,False
06085505202,Santa Clara County,28896,14879,14017,True
06085509403,Santa Clara County,29815,19964,8432,True
06073008350,San Diego County,8830,2606,4265,False
06037310703,Los Angeles County,25706,11437,14269,False
06013355125,Contra Costa County,7502,981,739,True
06087121402,Santa Cruz County,7434,4999,2435,True
06097150901,Sonoma County,4821,3085,659,True
06095253403,Solano County,8781,4693,4088,True
06067008204,Sacramento County,6703,356,676,False
06075025800,San Francisco County,37544,1037,11264,False
06065048300,Riverside County,9152,1540,4578,False
06065041703,Riverside County,8263,4764,3499,True
06083002008,Santa Barbara County,6102,4251,1851,True
06113011203,Yolo County,5497,2940,356,True
06081608600,San Mateo County,4403,589,3814,False
06081600800,San Mateo County,6293,1782,4511,False
06049000200,Modoc County,8641,4629,4012,True
06077005403,San Joaquin County,4805,3316,1489,True
06037535102,Los Angeles County,23824,13048,10776,True
06037541802,Los Angeles County,26947,3963,7786,False
06037272302,Los Angeles County,25560,7200,18360,False
06037400602,Los Angeles County,45113,1045,2193,False
06073018517,San Diego County,5012,346,3319,False
06073008348,San Diego County,9483,736,3875,False
06037127805,Los Angeles County,24305,14025,10280,True
06037139504,Los Angeles County,41951,12351,18096,False
06037463601,Los Angeles County,43091,13888,4644,True
06037502003,Los Angeles County,21142,8773,11778,False
06037481300,Los Angeles County,18517,15409,3108,True
06039000511,Madera County,4114,1342,2159,False
06001402802,Alameda County,8018,3586,4432,False
06007001601,Butte County,7547,2705,4842,False
06037536103,Los Angeles County,29323,7963,8838,False
06037554204,Los Angeles County,17787,2845,14942,False
06037121801,Los Angeles County,21766,5112,13780,False
06071006301,San Bernardino County,7569,3910,1996,True
06071004201,San Bernardino County,5990,4312,1678,True
06071000825,San Bernardino County,3934,2262,1672,True
06071009725,San Bernardino County,8214,4839,1459,True
06017030811,El Dorado County,7129,3069,4060,False
06071000109,San Bernardino County,8659,4342,4317,True
06071001307,San Bernardino County,5641,2832,2809,True
06055200706,Napa County,8440,3741,4699,False
06085504311,Santa Clara County,23880,4499,12690,False
06085512043,Santa Clara County,31020,9080,2189,True
06075013101,San Francisco County,29465,13751,15714,False
06075011901,San Francisco County,38793,1071,6546,False
06083000301,Santa Barbara County,3241,1293,1948,False
06077005208,San Joaquin County,8689,3841,4848,False
06061021046,Placer County,5206,4202,1004,True
06019007801,Fresno County,6939,2128,4811,False
06095252315,Solano County,8521,2720,2746,False
06071001813,San Bernardino County,6361,2389,3972,False
06037211922,Los Angeles County,31167,12343,18824,False
06037552002,Los Angeles County,30829,13671,17158,False
06067007105,Sacramento County,6132,4883,1249,True
06067009329,Sacramento County,4881,563,4318,False
06065040821,Riverside County,8141,2281,1742,True
06001442302,Alameda County,4388,940,2754,False
06001444601,Alameda County,6399,4218,665,True
06065045707,Riverside County,6505,1064,2382,False
06027000800,Inyo County,9687,1287,4411,False
06037269907,Los Angeles County,49214,9848,7083,True
06037296901,Los Angeles County,21520,17940,3580,True
06037195201,Los Angeles County,47321,10386,15635,False
06037222002,Los Angeles County,5799,1777,4022,False
06037552302,Los Angeles County,19260,2074,10908,False
06037550202,Los Angeles County,29998,13878,16120,False
06037106406,Los Angeles County,28147,2986,11825,False
06037463900,Los Angeles County,37430,10193,18430,False
06037201302,Los Angeles County,30769,19722,11047,True
06037137301,Los Angeles County,23617,5608,12906,False
06037104401,Los Angeles County,45002,7610,11524,False
06037301502,Los Angeles County,26405,10180,16225,False
06037403722,Los Angeles County,15073,5483,6901,False
06037117510,Los Angeles County,43897,19138,19848,False
06037311100,Los Angeles County,48183,5482,10686,False
06113010313,Yolo County,9544,551,2424,False
06113011211,Yolo County,7896,1858,4408,False
06019004706,Fresno County,8233,4795,3438,True
06019005913,Fresno County,5502,1882,3620,False
06069000300,San Benito County,7973,3857,4116,False
06067009106,Sacramento County,6820,2481,4339,False
06067007424,Sacramento County,5769,1519,4250,False
06037310701,Los Angeles County,16109,2446,12936,False
06037134422,Los Angeles County,22489,7468,15021,False
06037213201,Los Angeles County,41943,16390,6080,True
06029003216,Kern County,2173,571,1602,False
06029001803,Kern County,5380,1510,3870,False
06029003818,Kern County,7705,4101,3604,True
06111003613,Ventura County,5360,4662,698,True
06099002505,Stanislaus County,9683,2032,2884,False
06037211701,Los Angeles County,44159,17450,15908,True
06037208904,Los Angeles County,49358,17279,3750,True
06037236400,Los Angeles County,36212,10916,7806,True
06037227010,Los Angeles County,44197,9123,19015,False
06037204300,Los Angeles County,44220,18158,16456,True
06037221302,Los Angeles County,32588,5019,13419,False
06059086501,Orange County,4717,3112,1605,True
06059001501,Orange County,5963,3044,2919,True
06059001901,Orange County,7155,1284,388,True
06059088201,Orange County,6843,1911,627,True
06029002804,Kern County,5482,1808,3674,False
06059001303,Orange County,3819,1506,1341,True
06067007436,Sacramento County,5706,3233,898,True
06067009650,Sacramento County,7195,4207,2988,True
06067006801,Sacramento County,5532,4191,1341,True
06065040621,Riverside County,6749,790,627,True
06059076103,Orange County,6918,3925,2993,True
06059099405,Orange County,1835,486,1349,False
06029000904,Kern County,8231,4603,3628,True
06037620301,Los Angeles County,22789,18094,4695,True
06059063906,Orange County,5127,4612,515,True
06059062622,Orange County,6893,4362,2531,True
06065042627,Riverside County,3015,1195,909,True
06065043204,Riverside County,6140,1092,1381,False
06065045126,Riverside County,5534,1873,3661,False
06047000904,Merced County,4329,1856,2473,False
06059042106,Orange County,5275,991,4284,False
06095253203,Solano County,9399,2497,4582,False
06107000501,Tulare County,6469,4635,1076,True
06071011406,San Bernardino County,5208,2568,2640,False
06083002935,Santa Barbara County,8567,4368,4199,True
06071010433,San Bernardino County,3878,1763,2115,False
06071006501,San Bernardino County,7444,3281,4163,False
06037571102,Los Angeles County,32206,2054,9572,False
06037554516,Los Angeles County,48351,9007,16903,False
06059074902,Orange County,5336,2847,2489,True
06111005401,Ventura County,4434,3127,1307,True
06111001401,Ventura County,6944,3181,3763,False
06095250701,Solano County,6340,2467,3873,False
06095251400,Solano County,6605,4031,2574,True
06073021302,San Diego County,8515,3230,3607,False
06073011100,San Diego County,6766,3958,2808,True
06095252607,Solano County,5897,3436,556,True
06113011500,Yolo County,7555,4468,3087,True
06073010900,San Diego County,5115,3984,1131,True
06073016301,San Diego County,8899,2037,1246,True
06083002909,Santa Barbara County,7063,4399,2664,True
06083002101,Santa Barbara County,9134,4884,932,True
06045011102,Mendocino County,4875,3616,1259,True
06089012701,Shasta County,4794,2141,2653,False
06089011300,Shasta County,7659,4150,3509,True
06075042700,San Francisco County,32516,14180,18336,False
06035040600,Lassen County,8286,4690,3596,True
06075015600,San Francisco County,17518,14034,3484,True
06075023001,San Francisco County,39622,12631,3597,True
06037602002,Los Angeles County,45597,9186,4983,True
06037502500,Los Angeles County,44452,11383,18040,False
06037273700,Los Angeles County,49772,13103,7312,True
06111004000,Ventura County,8438,1862,4572,False
06037241400,Los Angeles County,24669,10777,4563,True
06037535607,Los Angeles County,25968,6041,12292,False
06037533501,Los Angeles County,45794,14923,18424,False
06073010012,San Diego County,5943,3729,2214,True
06073002705,San Diego County,7864,1777,3194,False
