GEOID,County,Neighborhood_type,categorical_average
06065041201,Riverside,50+ Latino,Above Average
06065041404,Riverside,50+ Latino,Below/Equal Average
06065042723,Riverside,50+ Latino,Below/Equal Average
06065042717,Riverside,50+ Latino,Below/Equal Average
06065042902,Riverside,70+ Latino,Below/Equal Average
06065042903,Riverside,70+ Latino,Below/Equal Average
06065043217,Riverside,50+ NL White,Below/Equal Average
06065043813,Riverside,Other,Below/Equal Average
06065044404,Riverside,50+ NL White,Below/Equal Average
06065041913,Riverside,Other,Below/Equal Average
06065048800,Riverside,70+ Latino,Below/Equal Average
06065941200,Riverside,70+ NL White,Above Average
06065040102,Riverside,70+ Latino,Above Average
06065040609,Riverside,Other,Above Average
06065040815,Riverside,Other,Below/Equal Average
06065041803,Riverside,Other,Below/Equal Average
06065042621,Riverside,Other,Below/Equal Average
06065042624,Riverside,Other,Below/Equal Average
06065042731,Riverside,50+ Latino,Below/Equal Average
06065042732,Riverside,Other,Below/Equal Average
06065042737,Riverside,Other,Below/Equal Average
06065043227,Riverside,Other,Below/Equal Average
06065043229,Riverside,70+ NL White,Below/Equal Average
06065043246,Riverside,50+ NL White,Below/Equal Average
06065043248,Riverside,50+ NL White,Below/Equal Average
06065043254,Riverside,50+ NL White,Below/Equal Average
06065043266,Riverside,Other,Below/Equal Average
06065043267,Riverside,50+ NL White,Below/Equal Average
06065043272,Riverside,50+ NL White,Below/Equal Average
06065043512,Riverside,50+ Latino,Below/Equal Average
06065044925,Riverside,50+ Latino,Above Average
06065044928,Riverside,70+ NL White,Above Average
06065044932,Riverside,Other,Above Average
06065045116,Riverside,50+ NL White,Above Average
06065045118,Riverside,50+ NL White,Above Average
06065042209,Riverside,Other,Above Average
06065042300,Riverside,70+ Latino,Above Average
06065045222,Riverside,50+ NL White,Above Average
06065045233,Riverside,Other,Above Average
06065043602,Riverside,50+ Latino,Below/Equal Average
06065047202,Riverside,50+ NL White,Above Average
06065048300,Riverside,50+ Latino,Below/Equal Average
06065044926,Riverside,70+ Latino,Above Average
06065044930,Riverside,Other,Above Average
06065046700,Riverside,50+ Latino,Below/Equal Average
06065047000,Riverside,Other,Above Average
06065981000,Riverside,50+ Latino,Above Average
06065940900,Riverside,70+ NL White,Above Average
06065941500,Riverside,50+ Latino,Below/Equal Average
06065042906,Riverside,70+ Latino,Below/Equal Average
06065047902,Riverside,Other,Below/Equal Average
06065043298,Riverside,Other,Below/Equal Average
06065043297,Riverside,Other,Below/Equal Average
06065043319,Riverside,50+ Latino,Below/Equal Average
06065043207,Riverside,50+ NL White,Below/Equal Average
06065043318,Riverside,50+ Latino,Below/Equal Average
06065041413,Riverside,Other,Below/Equal Average
06065044407,Riverside,70+ NL White,Below/Equal Average
06065030604,Riverside,Other,Below/Equal Average
06065042630,Riverside,70+ Latino,Below/Equal Average
06065042907,Riverside,70+ Latino,Below/Equal Average
06065050501,Riverside,Other,Below/Equal Average
06065042750,Riverside,Other,Below/Equal Average
06065045129,Riverside,50+ NL White,Above Average
06065050702,Riverside,50+ NL White,Below/Equal Average
06065041914,Riverside,Other,Below/Equal Average
06065050302,Riverside,Other,Below/Equal Average
06065046501,Riverside,Other,Above Average
06065045616,Riverside,70+ Latino,Above Average
06065045612,Riverside,70+ Latino,Above Average
06065040617,Riverside,Other,Above Average
06065045617,Riverside,70+ NL White,Above Average
06065044523,Riverside,50+ NL White,Above Average
06065051402,Riverside,70+ NL White,Above Average
06065045235,Riverside,Other,Above Average
06065941002,Riverside,70+ NL White,Above Average
06065045128,Riverside,70+ NL White,Above Average
06065045614,Riverside,70+ NL White,Above Average
06065050901,Riverside,Other,Below/Equal Average
06065046502,Riverside,Other,Above Average
06065050902,Riverside,Other,Above Average
06065031503,Riverside,50+ Latino,Above Average
06065040305,Riverside,70+ Latino,Above Average
06065044406,Riverside,50+ NL White,Below/Equal Average
06065042625,Riverside,50+ Latino,Below/Equal Average
06065051302,Riverside,50+ NL White,Below/Equal Average
06065042716,Riverside,50+ NL White,Below/Equal Average
06065043304,Riverside,Other,Below/Equal Average
06065043403,Riverside,Other,Below/Equal Average
06065046403,Riverside,50+ Latino,Below/Equal Average
06065044904,Riverside,50+ Latino,Above Average
06065042401,Riverside,50+ Latino,Below/Equal Average
06065031501,Riverside,50+ Latino,Above Average
06065030503,Riverside,70+ Latino,Above Average
06065043701,Riverside,50+ NL White,Below/Equal Average
06065042406,Riverside,50+ Latino,Below/Equal Average
06065040809,Riverside,50+ Latino,Below/Equal Average
06065041403,Riverside,Other,Below/Equal Average
06065040201,Riverside,70+ Latino,Above Average
06065040703,Riverside,50+ NL White,Above Average
06065044515,Riverside,70+ Latino,Above Average
06065040405,Riverside,50+ Latino,Above Average
06065040816,Riverside,Other,Below/Equal Average
06065043009,Riverside,50+ Latino,Below/Equal Average
06065043256,Riverside,Other,Below/Equal Average
06065043274,Riverside,Other,Below/Equal Average
06065043517,Riverside,50+ Latino,Below/Equal Average
06065044517,Riverside,50+ NL White,Above Average
06065044918,Riverside,70+ NL White,Above Average
06065045114,Riverside,70+ NL White,Below/Equal Average
06065042008,Riverside,Other,Below/Equal Average
06065050600,Riverside,Other,Below/Equal Average
06065043271,Riverside,Other,Below/Equal Average
06065043316,Riverside,50+ NL White,Below/Equal Average
06065030104,Riverside,50+ Latino,Above Average
06065042012,Riverside,Other,Below/Equal Average
06065042728,Riverside,Other,Below/Equal Average
06065043007,Riverside,Other,Below/Equal Average
06065043005,Riverside,50+ Latino,Below/Equal Average
06065042403,Riverside,Other,Below/Equal Average
06065042405,Riverside,50+ Latino,Below/Equal Average
06065041410,Riverside,70+ Latino,Below/Equal Average
06065045228,Riverside,50+ Latino,Above Average
06065043601,Riverside,70+ Latino,Below/Equal Average
06065044923,Riverside,Other,Above Average
06065940100,Riverside,70+ NL White,Above Average
06065940800,Riverside,70+ NL White,Below/Equal Average
06065042744,Riverside,50+ Latino,Below/Equal Average
06065030103,Riverside,70+ Latino,Above Average
06065042217,Riverside,50+ NL White,Below/Equal Average
06065044518,Riverside,50+ Latino,Above Average
06065044927,Riverside,70+ NL White,Above Average
06065045117,Riverside,50+ NL White,Above Average
06065940500,Riverside,70+ NL White,Below/Equal Average
06065041915,Riverside,Other,Below/Equal Average
06065049702,Riverside,50+ NL White,Below/Equal Average
06065050502,Riverside,Other,Below/Equal Average
06065043523,Riverside,50+ Latino,Below/Equal Average
06065042004,Riverside,Other,Below/Equal Average
06065042208,Riverside,50+ NL White,Above Average
06065030200,Riverside,Other,Above Average
06065040620,Riverside,Other,Above Average
06065047901,Riverside,50+ NL White,Below/Equal Average
06065042015,Riverside,Other,Below/Equal Average
06065043202,Riverside,Other,Below/Equal Average
06065050401,Riverside,Other,Below/Equal Average
06065045610,Riverside,70+ Latino,Above Average
06065045618,Riverside,70+ Latino,Above Average
06065043824,Riverside,50+ NL White,Below/Equal Average
06065049001,Riverside,Other,Below/Equal Average
06065043518,Riverside,50+ Latino,Below/Equal Average
06065043205,Riverside,Other,Below/Equal Average
06065042748,Riverside,Other,Below/Equal Average
06065043210,Riverside,Other,Below/Equal Average
06065042207,Riverside,Other,Above Average
06065043218,Riverside,50+ NL White,Below/Equal Average
06065044102,Riverside,50+ Latino,Below/Equal Average
06065041904,Riverside,50+ Latino,Below/Equal Average
06065030800,Riverside,50+ Latino,Above Average
06065042409,Riverside,50+ Latino,Below/Equal Average
06065042210,Riverside,Other,Above Average
06065040402,Riverside,70+ Latino,Above Average
06065045900,Riverside,50+ Latino,Above Average
06065043220,Riverside,Other,Below/Equal Average
06065041812,Riverside,Other,Below/Equal Average
06065042507,Riverside,70+ Latino,Below/Equal Average
06065043206,Riverside,Other,Below/Equal Average
06065030502,Riverside,70+ Latino,Above Average
06065044505,Riverside,50+ Latino,Above Average
06065045000,Riverside,Other,Above Average
06065040403,Riverside,70+ Latino,Above Average
06065043279,Riverside,50+ NL White,Below/Equal Average
06065040812,Riverside,50+ NL White,Above Average
06065042623,Riverside,Other,Below/Equal Average
06065042905,Riverside,70+ Latino,Below/Equal Average
06065041415,Riverside,Other,Below/Equal Average
06065043208,Riverside,Other,Below/Equal Average
06065042749,Riverside,Other,Below/Equal Average
06065041601,Riverside,70+ Latino,Below/Equal Average
06065043264,Riverside,Other,Below/Equal Average
06065044521,Riverside,50+ Latino,Below/Equal Average
06065045122,Riverside,70+ NL White,Above Average
06065049400,Riverside,Other,Above Average
06065940700,Riverside,70+ NL White,Above Average
06065940400,Riverside,70+ Latino,Above Average
06065940600,Riverside,70+ NL White,Above Average
06065043524,Riverside,50+ Latino,Below/Equal Average
06065030605,Riverside,50+ NL White,Below/Equal Average
06065043308,Riverside,50+ Latino,Below/Equal Average
06065044103,Riverside,Other,Below/Equal Average
06065031200,Riverside,50+ Latino,Above Average
06065042410,Riverside,50+ Latino,Above Average
06065031702,Riverside,50+ Latino,Below/Equal Average
06065042714,Riverside,50+ NL White,Below/Equal Average
06065044804,Riverside,Other,Above Average
06065043201,Riverside,Other,Below/Equal Average
06065050701,Riverside,Other,Below/Equal Average
06065040618,Riverside,50+ Latino,Above Average
06065040616,Riverside,Other,Above Average
06065045119,Riverside,50+ NL White,Above Average
06065048100,Riverside,Other,Below/Equal Average
06065042752,Riverside,50+ NL White,Below/Equal Average
06065043519,Riverside,70+ NL White,Below/Equal Average
06065043823,Riverside,Other,Below/Equal Average
06065049600,Riverside,50+ NL White,Below/Equal Average
06065043802,Riverside,50+ NL White,Below/Equal Average
06065046402,Riverside,50+ Latino,Below/Equal Average
06065042739,Riverside,Other,Below/Equal Average
06065941001,Riverside,50+ NL White,Above Average
06065042514,Riverside,50+ Latino,Below/Equal Average
06065042742,Riverside,Other,Below/Equal Average
06065043818,Riverside,Other,Below/Equal Average
06065044933,Riverside,70+ Latino,Above Average
06065042709,Riverside,50+ NL White,Below/Equal Average
06065045709,Riverside,70+ Latino,Above Average
06065042522,Riverside,Other,Below/Equal Average
06065043293,Riverside,Other,Below/Equal Average
06065041602,Riverside,70+ Latino,Below/Equal Average
06065043296,Riverside,Other,Below/Equal Average
06065044403,Riverside,Other,Below/Equal Average
06065044101,Riverside,70+ Latino,Below/Equal Average
06065046404,Riverside,50+ Latino,Below/Equal Average
06065042513,Riverside,70+ Latino,Below/Equal Average
06065042213,Riverside,Other,Above Average
06065042720,Riverside,50+ Latino,Below/Equal Average
06065043276,Riverside,Other,Below/Equal Average
06065044606,Riverside,50+ NL White,Above Average
06065045125,Riverside,70+ NL White,Above Average
06065045124,Riverside,70+ NL White,Below/Equal Average
06065042214,Riverside,Other,Above Average
06065045706,Riverside,70+ Latino,Above Average
06065050402,Riverside,Other,Below/Equal Average
06065044516,Riverside,50+ Latino,Above Average
06065042740,Riverside,70+ NL White,Below/Equal Average
06029001700,Kern,50+ NL White,Above Average
06029002819,Kern,50+ Latino,Above Average
06029000902,Kern,50+ Latino,Above Average
06029006500,Kern,Other,Below/Equal Average
06029005402,Kern,70+ NL White,Below/Equal Average
06029003500,Kern,50+ NL White,Below/Equal Average
06029002820,Kern,Other,Above Average
06029003210,Kern,50+ Latino,Above Average
06029005206,Kern,70+ NL White,Below/Equal Average
06029002002,Kern,50+ Latino,Above Average
06029001104,Kern,70+ Latino,Above Average
06029003133,Kern,50+ Latino,Above Average
06029003207,Kern,50+ Latino,Above Average
06029003126,Kern,70+ Latino,Above Average
06029005208,Kern,70+ NL White,Below/Equal Average
06029005510,Kern,70+ NL White,Below/Equal Average
06029001301,Kern,70+ Latino,Above Average
06029002822,Kern,50+ NL White,Above Average
06029004403,Kern,70+ Latino,Above Average
06029005512,Kern,Other,Below/Equal Average
06029003807,Kern,50+ NL White,Above Average
06029000800,Kern,50+ Latino,Above Average
06029001902,Kern,50+ Latino,Above Average
06029004402,Kern,70+ Latino,Above Average
06029000906,Kern,70+ Latino,Above Average
06029003400,Kern,50+ Latino,Below/Equal Average
06029002821,Kern,Other,Above Average
06029005203,Kern,70+ NL White,Below/Equal Average
06029004702,Kern,70+ Latino,Above Average
06029006404,Kern,70+ Latino,Above Average
06029003209,Kern,50+ Latino,Above Average
06029002825,Kern,Other,Above Average
06029005207,Kern,70+ NL White,Below/Equal Average
06029002902,Kern,70+ Latino,Above Average
06029003131,Kern,50+ Latino,Above Average
06029003216,Kern,Other,Above Average
06029003215,Kern,50+ Latino,Above Average
06029003137,Kern,70+ Latino,Above Average
06029000510,Kern,50+ NL White,Above Average
06029001401,Kern,70+ Latino,Above Average
06029001107,Kern,70+ Latino,Above Average
06029001803,Kern,50+ NL White,Above Average
06029004404,Kern,70+ Latino,Above Average
06029000104,Kern,Other,Above Average
06029000602,Kern,50+ Latino,Above Average
06029003818,Kern,50+ NL White,Above Average
06029005408,Kern,50+ NL White,Below/Equal Average
06029003132,Kern,50+ Latino,Above Average
06029002100,Kern,70+ Latino,Above Average
06029000907,Kern,70+ Latino,Above Average
06029006002,Kern,Other,Below/Equal Average
06029000505,Kern,70+ NL White,Above Average
06029004101,Kern,70+ Latino,Above Average
06029006012,Kern,70+ NL White,Below/Equal Average
06029002202,Kern,70+ Latino,Above Average
06029003219,Kern,50+ Latino,Above Average
06029001106,Kern,70+ Latino,Above Average
06029003136,Kern,50+ Latino,Above Average
06029004304,Kern,70+ Latino,Above Average
06029004303,Kern,70+ Latino,Above Average
06029003134,Kern,Other,Above Average
06029004603,Kern,50+ Latino,Above Average
06029003002,Kern,70+ Latino,Above Average
06029005005,Kern,70+ Latino,Above Average
06029002816,Kern,50+ Latino,Above Average
06029003825,Kern,50+ NL White,Above Average
06029004903,Kern,50+ Latino,Above Average
06029002702,Kern,70+ Latino,Above Average
06029002502,Kern,70+ Latino,Above Average
06029001302,Kern,50+ Latino,Above Average
06029000702,Kern,50+ NL White,Above Average
06029006102,Kern,50+ NL White,Below/Equal Average
06029003808,Kern,Other,Above Average
06029002303,Kern,70+ Latino,Above Average
06029003128,Kern,70+ Latino,Above Average
06029006004,Kern,70+ NL White,Below/Equal Average
06029002814,Kern,50+ Latino,Above Average
06029003218,Kern,Other,Above Average
06029001002,Kern,50+ Latino,Above Average
06029003135,Kern,50+ Latino,Above Average
06029006304,Kern,70+ Latino,Above Average
06029000905,Kern,50+ Latino,Above Average
06029000909,Kern,50+ NL White,Above Average
06029001600,Kern,50+ Latino,Above Average
06029000504,Kern,50+ NL White,Above Average
06029002804,Kern,70+ NL White,Above Average
06029003806,Kern,50+ NL White,Above Average
06029004601,Kern,Other,Above Average
06029005104,Kern,50+ NL White,Below/Equal Average
06029000300,Kern,50+ NL White,Above Average
06029005900,Kern,50+ Latino,Below/Equal Average
06029005508,Kern,Other,Below/Equal Average
06029003600,Kern,50+ Latino,Below/Equal Average
06029000903,Kern,50+ Latino,Above Average
06029001901,Kern,Other,Above Average
06029000904,Kern,50+ Latino,Above Average
06029005103,Kern,50+ NL White,Below/Equal Average
06029003203,Kern,50+ NL White,Above Average
06029005003,Kern,70+ Latino,Above Average
06029000908,Kern,50+ Latino,Above Average
06029003220,Kern,50+ Latino,Above Average
06029006009,Kern,70+ NL White,Below/Equal Average
06029002001,Kern,70+ Latino,Above Average
06029006600,Kern,70+ Latino,Above Average
06029003125,Kern,70+ Latino,Above Average
06029003127,Kern,70+ Latino,Above Average
06029004606,Kern,50+ Latino,Above Average
06029001105,Kern,70+ Latino,Above Average
06029003217,Kern,50+ Latino,Above Average
06029004305,Kern,70+ Latino,Above Average
06029001003,Kern,70+ Latino,Above Average
06029003821,Kern,50+ NL White,Above Average
06029003822,Kern,50+ NL White,Above Average
06029000106,Kern,Other,Above Average
06029001804,Kern,Other,Above Average
06029004605,Kern,50+ Latino,Above Average
06029004801,Kern,70+ Latino,Above Average
06029004704,Kern,70+ Latino,Above Average
06029000202,Kern,50+ NL White,Above Average
06029003814,Kern,50+ NL White,Above Average
06029005409,Kern,50+ NL White,Below/Equal Average
06029002503,Kern,70+ Latino,Above Average
06029005513,Kern,Other,Below/Equal Average
06029003113,Kern,70+ Latino,Above Average
06029002811,Kern,50+ NL White,Above Average
06029000102,Kern,70+ NL White,Above Average
06029002813,Kern,50+ Latino,Above Average
06029001201,Kern,70+ Latino,Above Average
06029002302,Kern,70+ Latino,Above Average
06029002600,Kern,50+ Latino,Above Average
06029002807,Kern,50+ NL White,Above Average
06029004500,Kern,70+ Latino,Above Average
06029000400,Kern,50+ NL White,Above Average
06029004102,Kern,70+ Latino,Above Average
06029006301,Kern,70+ Latino,Above Average
06029002806,Kern,Other,Above Average
06029003303,Kern,50+ NL White,Below/Equal Average
06029006006,Kern,50+ NL White,Below/Equal Average
06029000506,Kern,50+ NL White,Above Average
06029003124,Kern,50+ Latino,Above Average
06029003900,Kern,50+ Latino,Above Average
06029000507,Kern,50+ NL White,Above Average
06029004703,Kern,70+ Latino,Above Average
06029000601,Kern,Other,Above Average
06029000201,Kern,50+ NL White,Above Average
06029004002,Kern,70+ Latino,Above Average
06029005511,Kern,Other,Below/Equal Average
06029003826,Kern,50+ NL White,Above Average
06029003824,Kern,50+ NL White,Above Average
06029005406,Kern,70+ NL White,Below/Equal Average
06029005410,Kern,70+ NL White,Below/Equal Average
06029002305,Kern,70+ Latino,Above Average
06029003222,Kern,50+ Latino,Above Average
06029003307,Kern,50+ NL White,Below/Equal Average
06029005405,Kern,50+ NL White,Below/Equal Average
06029005407,Kern,50+ NL White,Below/Equal Average
06029004607,Kern,70+ Latino,Above Average
06029001001,Kern,50+ Latino,Above Average
06029003130,Kern,70+ Latino,Above Average
06029003208,Kern,70+ Latino,Above Average
06029003211,Kern,50+ Latino,Above Average
06029000913,Kern,50+ Latino,Above Average
06029002201,Kern,70+ Latino,Above Average
06029006406,Kern,70+ Latino,Above Average
06029003823,Kern,50+ NL White,Above Average
06029005805,Kern,Other,Below/Equal Average
06029000603,Kern,50+ Latino,Above Average
06029001402,Kern,70+ Latino,Above Average
06029003221,Kern,Other,Above Average
06029000105,Kern,50+ NL White,Above Average
06029003820,Kern,50+ NL White,Above Average
06029003816,Kern,Other,Above Average
06029006101,Kern,50+ NL White,Below/Equal Average
06029003817,Kern,50+ NL White,Above Average
06029004802,Kern,70+ Latino,Above Average
06029006403,Kern,70+ Latino,Above Average
06029002815,Kern,50+ Latino,Above Average
06029003103,Kern,70+ Latino,Above Average
06029001801,Kern,50+ Latino,Above Average
06029004302,Kern,50+ Latino,Above Average
06029003810,Kern,50+ NL White,Above Average
06029001101,Kern,70+ Latino,Above Average
06029005600,Kern,Other,Below/Equal Average
06029006201,Kern,70+ Latino,Above Average
06029003812,Kern,50+ NL White,Above Average
06029002401,Kern,50+ Latino,Above Average
06029006010,Kern,70+ NL White,Below/Equal Average
06029002403,Kern,50+ Latino,Above Average
06029003214,Kern,70+ Latino,Above Average
06029000911,Kern,70+ Latino,Above Average
06029000701,Kern,50+ Latino,Above Average
06029004904,Kern,70+ Latino,Above Average
06029003819,Kern,50+ NL White,Above Average
06029005803,Kern,50+ Latino,Below/Equal Average
06029003001,Kern,70+ Latino,Above Average
06029003213,Kern,50+ NL White,Above Average
06029000508,Kern,70+ NL White,Above Average
06029005509,Kern,50+ NL White,Below/Equal Average
06029003308,Kern,50+ NL White,Below/Equal Average
06029005514,Kern,50+ Latino,Below/Equal Average
06029006405,Kern,70+ Latino,Above Average
06029000509,Kern,50+ NL White,Above Average
06029003815,Kern,Other,Above Average
06029003305,Kern,70+ NL White,Below/Equal Average
06029005700,Kern,50+ NL White,Below/Equal Average
06029006202,Kern,70+ Latino,Above Average
06029005300,Kern,Other,Below/Equal Average
06029003811,Kern,Other,Above Average
06029001500,Kern,70+ Latino,Above Average
06029004901,Kern,70+ Latino,Above Average
06029006011,Kern,70+ NL White,Below/Equal Average
06029000914,Kern,Other,Above Average
06029002701,Kern,70+ Latino,Above Average
06029005806,Kern,Other,Below/Equal Average
06029002501,Kern,70+ Latino,Above Average
06029004001,Kern,70+ Latino,Above Average
06029002824,Kern,50+ Latino,Above Average
06029003827,Kern,70+ NL White,Above Average
06029003304,Kern,50+ NL White,Above Average
06029003112,Kern,50+ Latino,Above Average
06029002817,Kern,Other,Above Average
06029006303,Kern,70+ Latino,Above Average
06029002818,Kern,Other,Above Average
06029002402,Kern,70+ Latino,Above Average
06029002901,Kern,70+ Latino,Above Average
06029002823,Kern,Other,Above Average
06029002304,Kern,70+ Latino,Above Average
06029003212,Kern,Other,Above Average
06029005205,Kern,70+ NL White,Below/Equal Average
06029006003,Kern,50+ NL White,Below/Equal Average
06029003129,Kern,50+ Latino,Above Average
06029000912,Kern,50+ Latino,Above Average
06029005006,Kern,70+ Latino,Above Average
06029001202,Kern,50+ Latino,Above Average
06029000103,Kern,50+ NL White,Above Average
06029005804,Kern,Other,Below/Equal Average
06073013308,San Diego,70+ Latino,Above Average
06073000800,San Diego,50+ NL White,Below/Equal Average
06073003004,San Diego,70+ Latino,Above Average
06073002710,San Diego,Other,Above Average
06073002601,San Diego,50+ Latino,Above Average
06073002202,San Diego,50+ Latino,Above Average
06073003901,San Diego,70+ Latino,Below/Equal Average
06073012800,San Diego,50+ Latino,Above Average
06073008600,San Diego,Other,Below/Equal Average
06073001100,San Diego,50+ NL White,Below/Equal Average
06073004900,San Diego,70+ Latino,Below/Equal Average
06073007200,San Diego,70+ NL White,Zero Day Count
06073016302,San Diego,50+ NL White,Above Average
06073006600,San Diego,Other,Below/Equal Average
06073003601,San Diego,70+ Latino,Below/Equal Average
06073013206,San Diego,70+ Latino,Below/Equal Average
06073020207,San Diego,70+ Latino,Below/Equal Average
06073020109,San Diego,50+ Latino,Below/Equal Average
06073019406,San Diego,Other,Zero Day Count
06073018905,San Diego,50+ Latino,Below/Equal Average
06073018904,San Diego,50+ Latino,Below/Equal Average
06073018515,San Diego,50+ NL White,Zero Day Count
06073017050,San Diego,Other,Below/Equal Average
06073017006,San Diego,70+ NL White,Above Average
06073016610,San Diego,50+ NL White,Above Average
06073009506,San Diego,50+ NL White,Above Average
06073008359,San Diego,Other,Above Average
06073008313,San Diego,50+ NL White,Below/Equal Average
06073002711,San Diego,Other,Above Average
06073020213,San Diego,70+ Latino,Below/Equal Average
06073013421,San Diego,Other,Above Average
06073007912,San Diego,50+ NL White,Below/Equal Average
06073009203,San Diego,50+ NL White,Below/Equal Average
06073005403,San Diego,50+ NL White,Below/Equal Average
06073013323,San Diego,50+ Latino,Above Average
06073013316,San Diego,Other,Above Average
06073017308,San Diego,50+ NL White,Below/Equal Average
06073019210,San Diego,50+ Latino,Zero Day Count
06073009109,San Diego,50+ NL White,Below/Equal Average
06073018520,San Diego,50+ Latino,Zero Day Count
06073008374,San Diego,Other,Below/Equal Average
06073018101,San Diego,50+ NL White,Zero Day Count
06073013324,San Diego,Other,Above Average
06073012101,San Diego,70+ Latino,Below/Equal Average
06073020902,San Diego,50+ NL White,Above Average
06073021202,San Diego,70+ NL White,Above Average
06073011100,San Diego,70+ NL White,Below/Equal Average
06073015902,San Diego,50+ NL White,Above Average
06073007302,San Diego,70+ NL White,Zero Day Count
06073001500,San Diego,50+ NL White,Below/Equal Average
06073005700,San Diego,50+ NL White,Below/Equal Average
06073004501,San Diego,Other,Below/Equal Average
06073008513,San Diego,50+ NL White,Below/Equal Average
06073003201,San Diego,Other,Above Average
06073016301,San Diego,Other,Above Average
06073012302,San Diego,50+ Latino,Below/Equal Average
06073011601,San Diego,70+ Latino,Below/Equal Average
06073002709,San Diego,50+ Latino,Above Average
06073010111,San Diego,70+ Latino,Below/Equal Average
06073009603,San Diego,Other,Above Average
06073002302,San Diego,Other,Above Average
06073003209,San Diego,Other,Above Average
06073013307,San Diego,70+ Latino,Above Average
06073010004,San Diego,70+ Latino,Above Average
06073003103,San Diego,Other,Above Average
06073006801,San Diego,50+ NL White,Below/Equal Average
06073010800,San Diego,70+ NL White,Below/Equal Average
06073002602,San Diego,50+ Latino,Above Average
06073010009,San Diego,70+ Latino,Below/Equal Average
06073013204,San Diego,70+ Latino,Above Average
06073013802,San Diego,50+ Latino,Above Average
06073013312,San Diego,70+ Latino,Above Average
06073020705,San Diego,Other,Below/Equal Average
06073020601,San Diego,50+ Latino,Below/Equal Average
06073020210,San Diego,50+ Latino,Below/Equal Average
06073020206,San Diego,70+ Latino,Below/Equal Average
06073020024,San Diego,Other,Zero Day Count
06073019902,San Diego,Other,Zero Day Count
06073019501,San Diego,70+ Latino,Zero Day Count
06073019405,San Diego,50+ Latino,Zero Day Count
06073018518,San Diego,50+ Latino,Zero Day Count
06073018000,San Diego,70+ NL White,Zero Day Count
06073017502,San Diego,50+ NL White,Zero Day Count
06073017104,San Diego,70+ NL White,Zero Day Count
06073017036,San Diego,Other,Above Average
06073017018,San Diego,Other,Below/Equal Average
06073016617,San Diego,50+ NL White,Above Average
06073016607,San Diego,70+ NL White,Above Average
06073009804,San Diego,50+ NL White,Above Average
06073009604,San Diego,50+ NL White,Above Average
06073009101,San Diego,70+ NL White,Below/Equal Average
06073008356,San Diego,Other,Above Average
06073008345,San Diego,70+ NL White,Below/Equal Average
06073008336,San Diego,50+ NL White,Below/Equal Average
06073008102,San Diego,70+ NL White,Zero Day Count
06073007701,San Diego,70+ NL White,Below/Equal Average
06073007910,San Diego,70+ NL White,Zero Day Count
06073000201,San Diego,70+ NL White,Below/Equal Average
06073020214,San Diego,50+ Latino,Below/Equal Average
06073022000,San Diego,Other,Above Average
06073008003,San Diego,70+ NL White,Zero Day Count
06073007702,San Diego,70+ NL White,Below/Equal Average
06073009306,San Diego,Other,Below/Equal Average
06073012501,San Diego,70+ Latino,Below/Equal Average
06073017055,San Diego,50+ NL White,Below/Equal Average
06073008201,San Diego,50+ NL White,Zero Day Count
06073018202,San Diego,50+ Latino,Zero Day Count
06073017901,San Diego,50+ NL White,Zero Day Count
06073017902,San Diego,50+ Latino,Zero Day Count
06073013321,San Diego,Other,Above Average
06073005101,San Diego,Other,Below/Equal Average
06073010202,San Diego,Other,Below/Equal Average
06073009308,San Diego,50+ NL White,Below/Equal Average
06073005601,San Diego,50+ NL White,Below/Equal Average
06073004101,San Diego,Other,Below/Equal Average
06073001302,San Diego,Other,Below/Equal Average
06073021101,San Diego,50+ NL White,Above Average
06073021001,San Diego,70+ NL White,Above Average
06073013315,San Diego,Other,Above Average
06073013608,San Diego,70+ NL White,Above Average
06073016619,San Diego,50+ NL White,Above Average
06073018620,San Diego,50+ Latino,Zero Day Count
06073018618,San Diego,70+ Latino,Zero Day Count
06073008376,San Diego,Other,Below/Equal Average
06073008370,San Diego,Other,Below/Equal Average
06073017405,San Diego,50+ NL White,Below/Equal Average
06073008378,San Diego,Other,Below/Equal Average
06073008367,San Diego,Other,Below/Equal Average
06073007905,San Diego,70+ NL White,Zero Day Count
06073009510,San Diego,Other,Above Average
06073019808,San Diego,70+ NL White,Zero Day Count
06073008506,San Diego,50+ NL White,Below/Equal Average
06073001400,San Diego,70+ NL White,Below/Equal Average
06073009301,San Diego,Other,Below/Equal Average
06073008501,San Diego,50+ NL White,Below/Equal Average
06073008701,San Diego,Other,Below/Equal Average
06073002801,San Diego,50+ NL White,Above Average
06073005500,San Diego,Other,Below/Equal Average
06073020903,San Diego,70+ NL White,Above Average
06073020209,San Diego,50+ Latino,Below/Equal Average
06073020025,San Diego,Other,Zero Day Count
06073018400,San Diego,Other,Zero Day Count
06073017040,San Diego,Other,Above Average
06073016615,San Diego,50+ NL White,Above Average
06073008351,San Diego,Other,Above Average
06073007502,San Diego,70+ NL White,Zero Day Count
06073012401,San Diego,70+ Latino,Below/Equal Average
06073013104,San Diego,70+ Latino,Below/Equal Average
06073004300,San Diego,50+ NL White,Below/Equal Average
06073002201,San Diego,Other,Below/Equal Average
06073003211,San Diego,50+ Latino,Above Average
06073020500,San Diego,50+ Latino,Below/Equal Average
06073018509,San Diego,50+ Latino,Zero Day Count
06073017041,San Diego,50+ NL White,Above Average
